AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|EVENT_TYPE|POPULATION|SITE|YEAR
10-14|2.6|3.1|2.8|610|Incidence|21411680|Other|2004
15-19|8.4|9.2|8.8|1858|Incidence|21102552|Other|2004
5-9|1.4|1.8|1.6|306|Incidence|19454237|Other|2004
<1|11.0|13.1|12.0|482|Incidence|4014258|Other|2004
1-4|0.1|0.2|0.2|24|Mortality|15771627|Soft Tissue|2004
10-14|0.1|0.3|0.2|42|Mortality|21411680|Soft Tissue|2004
15-19|0.2|0.4|0.3|66|Mortality|21102552|Soft Tissue|2004
5-9|0.1|0.2|0.1|28|Mortality|19454237|Soft Tissue|2004
<1|~|~|~|~|Mortality|4014258|Soft Tissue|2004
1-4|0.9|1.3|1.1|172|Incidence|15771627|Soft Tissue|2004
10-14|0.8|1.1|1.0|206|Incidence|21411680|Soft Tissue|2004
15-19|1.0|1.3|1.2|249|Incidence|21102552|Soft Tissue|2004
5-9|0.4|0.6|0.5|100|Incidence|19454237|Soft Tissue|2004
<1|2.7|3.9|3.3|131|Incidence|4014258|Soft Tissue|2004
1-4|0.2|0.3|0.3|41|Mortality|15913007|Acute Lymphocytic|2005
10-14|0.3|0.5|0.4|79|Mortality|21212579|Acute Lymphocytic|2005
15-19|0.3|0.5|0.4|79|Mortality|21486214|Acute Lymphocytic|2005
5-9|0.3|0.4|0.3|64|Mortality|19389067|Acute Lymphocytic|2005
<1|~|~|~|~|Mortality|4004393|Acute Lymphocytic|2005
1-4|6.9|7.8|7.4|1171|Incidence|15913007|Acute Lymphocytic|2005
10-14|1.7|2.1|1.9|397|Incidence|21212579|Acute Lymphocytic|2005
15-19|1.4|1.7|1.5|331|Incidence|21486214|Acute Lymphocytic|2005
5-9|2.9|3.4|3.2|612|Incidence|19389067|Acute Lymphocytic|2005
<1|1.5|2.4|1.9|78|Incidence|4004393|Acute Lymphocytic|2005
1-4|0.3|0.5|0.4|60|Mortality|15913007|Acute Myeloid|2005
10-14|0.2|0.3|0.2|44|Mortality|21212579|Acute Myeloid|2005
15-19|0.3|0.4|0.3|75|Mortality|21486214|Acute Myeloid|2005
5-9|0.1|0.2|0.1|29|Mortality|19389067|Acute Myeloid|2005
<1|~|~|~|~|Mortality|4004393|Acute Myeloid|2005
1-4|0.7|1.0|0.9|137|Incidence|15913007|Acute Myeloid|2005
10-14|0.5|0.7|0.6|125|Incidence|21212579|Acute Myeloid|2005
15-19|0.6|0.8|0.7|154|Incidence|21486214|Acute Myeloid|2005
5-9|0.3|0.5|0.4|75|Incidence|19389067|Acute Myeloid|2005
<1|1.0|1.7|1.3|53|Incidence|4004393|Acute Myeloid|2005
1-4|~|~|~|~|Mortality|15913007|Bones and Joints|2005
10-14|0.2|0.4|0.3|67|Mortality|21212579|Bones and Joints|2005
15-19|0.5|0.7|0.6|124|Mortality|21486214|Bones and Joints|2005
5-9|0.1|0.1|0.1|17|Mortality|19389067|Bones and Joints|2005
<1|~|~|~|~|Mortality|4004393|Bones and Joints|2005
1-4|0.1|0.3|0.2|32|Incidence|15913007|Bones and Joints|2005
10-14|1.1|1.4|1.3|269|Incidence|21212579|Bones and Joints|2005
15-19|1.4|1.7|1.5|329|Incidence|21486214|Bones and Joints|2005
5-9|0.5|0.7|0.6|115|Incidence|19389067|Bones and Joints|2005
<1|~|~|~|~|Incidence|4004393|Bones and Joints|2005
1-4|0.6|0.9|0.8|120|Mortality|15913007|Leukemia|2005
10-14|0.6|0.8|0.7|150|Mortality|21212579|Leukemia|2005
15-19|0.9|1.2|1.0|223|Mortality|21486214|Leukemia|2005
5-9|0.5|0.8|0.6|125|Mortality|19389067|Leukemia|2005
<1|0.3|0.8|0.5|22|Mortality|4004393|Leukemia|2005
1-4|8.2|9.1|8.7|1381|Incidence|15913007|Leukemia|2005
10-14|2.6|3.1|2.8|602|Incidence|21212579|Leukemia|2005
15-19|2.6|3.0|2.8|596|Incidence|21486214|Leukemia|2005
5-9|3.5|4.1|3.8|732|Incidence|19389067|Leukemia|2005
<1|3.7|5.0|4.3|174|Incidence|4004393|Leukemia|2005
1-4|0.7|0.9|0.8|127|Mortality|15913007|Other|2005
10-14|0.3|0.5|0.4|82|Mortality|21212579|Other|2005
15-19|0.5|0.7|0.6|120|Mortality|21486214|Other|2005
5-9|0.4|0.6|0.5|90|Mortality|19389067|Other|2005
<1|0.3|0.7|0.5|19|Mortality|4004393|Other|2005
1-4|4.2|4.8|4.5|712|Incidence|15913007|Other|2005
10-14|2.7|3.1|2.9|612|Incidence|21212579|Other|2005
15-19|8.7|9.5|9.1|1948|Incidence|21486214|Other|2005
5-9|1.4|1.8|1.6|311|Incidence|19389067|Other|2005
<1|10.0|12.1|11.0|441|Incidence|4004393|Other|2005
1-4|0.1|0.2|0.1|21|Mortality|15913007|Soft Tissue|2005
10-14|0.1|0.2|0.2|35|Mortality|21212579|Soft Tissue|2005
15-19|0.3|0.5|0.4|80|Mortality|21486214|Soft Tissue|2005
5-9|0.1|0.2|0.1|21|Mortality|19389067|Soft Tissue|2005
<1|~|~|~|~|Mortality|4004393|Soft Tissue|2005
1-4|0.9|1.2|1.0|167|Incidence|15913007|Soft Tissue|2005
10-14|0.7|0.9|0.8|165|Incidence|21212579|Soft Tissue|2005
15-19|1.0|1.3|1.2|248|Incidence|21486214|Soft Tissue|2005
5-9|0.5|0.8|0.6|125|Incidence|19389067|Soft Tissue|2005
<1|3.1|4.4|3.7|149|Incidence|4004393|Soft Tissue|2005
1-4|0.2|0.4|0.3|44|Mortality|15897145|Acute Lymphocytic|2006
10-14|0.3|0.4|0.3|69|Mortality|21033138|Acute Lymphocytic|2006
15-19|0.3|0.5|0.4|92|Mortality|21807709|Acute Lymphocytic|2006
5-9|0.2|0.3|0.3|52|Mortality|19544688|Acute Lymphocytic|2006
<1|~|~|~|~|Mortality|4041738|Acute Lymphocytic|2006
1-4|6.9|7.8|7.4|1170|Incidence|15897145|Acute Lymphocytic|2006
10-14|2.0|2.4|2.2|463|Incidence|21033138|Acute Lymphocytic|2006
15-19|1.5|1.8|1.6|358|Incidence|21807709|Acute Lymphocytic|2006
5-9|3.0|3.5|3.2|625|Incidence|19544688|Acute Lymphocytic|2006
<1|1.8|2.8|2.3|91|Incidence|4041738|Acute Lymphocytic|2006
1-4|0.3|0.4|0.3|54|Mortality|15897145|Acute Myeloid|2006
10-14|0.1|0.3|0.2|42|Mortality|21033138|Acute Myeloid|2006
15-19|0.3|0.4|0.3|71|Mortality|21807709|Acute Myeloid|2006
5-9|0.1|0.1|0.1|17|Mortality|19544688|Acute Myeloid|2006
<1|~|~|~|~|Mortality|4041738|Acute Myeloid|2006
1-4|0.8|1.1|0.9|147|Incidence|15897145|Acute Myeloid|2006
10-14|0.6|0.8|0.7|142|Incidence|21033138|Acute Myeloid|2006
15-19|0.7|0.9|0.8|176|Incidence|21807709|Acute Myeloid|2006
5-9|0.3|0.5|0.4|81|Incidence|19544688|Acute Myeloid|2006
<1|0.9|1.7|1.3|51|Incidence|4041738|Acute Myeloid|2006
1-4|~|~|~|~|Mortality|15897145|Bones and Joints|2006
10-14|0.1|0.2|0.2|37|Mortality|21033138|Bones and Joints|2006
15-19|0.4|0.6|0.5|115|Mortality|21807709|Bones and Joints|2006
5-9|0.1|0.1|0.1|18|Mortality|19544688|Bones and Joints|2006
<1|~|~|~|~|Mortality|4041738|Bones and Joints|2006
1-4|0.1|0.2|0.2|25|Incidence|15897145|Bones and Joints|2006
10-14|1.1|1.4|1.3|268|Incidence|21033138|Bones and Joints|2006
15-19|1.5|1.8|1.6|356|Incidence|21807709|Bones and Joints|2006
5-9|0.6|0.8|0.7|137|Incidence|19544688|Bones and Joints|2006
<1|~|~|~|~|Incidence|4041738|Bones and Joints|2006
1-4|0.6|0.9|0.8|124|Mortality|15897145|Leukemia|2006
10-14|0.6|0.8|0.7|152|Mortality|21033138|Leukemia|2006
15-19|0.8|1.1|0.9|207|Mortality|21807709|Leukemia|2006
5-9|0.4|0.6|0.5|104|Mortality|19544688|Leukemia|2006
<1|0.5|1.1|0.8|31|Mortality|4041738|Leukemia|2006
1-4|8.2|9.2|8.7|1383|Incidence|15897145|Leukemia|2006
10-14|3.0|3.5|3.2|676|Incidence|21033138|Leukemia|2006
15-19|2.8|3.2|3.0|653|Incidence|21807709|Leukemia|2006
5-9|3.6|4.1|3.9|755|Incidence|19544688|Leukemia|2006
<1|4.1|5.5|4.8|192|Incidence|4041738|Leukemia|2006
1-4|0.6|0.8|0.7|108|Mortality|15897145|Other|2006
10-14|0.3|0.4|0.3|68|Mortality|21033138|Other|2006
15-19|0.4|0.6|0.5|117|Mortality|21807709|Other|2006
5-9|0.4|0.6|0.5|96|Mortality|19544688|Other|2006
<1|0.4|0.9|0.6|24|Mortality|4041738|Other|2006
1-4|3.7|4.3|4.0|634|Incidence|15897145|Other|2006
10-14|2.6|3.1|2.8|593|Incidence|21033138|Other|2006
15-19|8.0|8.7|8.4|1822|Incidence|21807709|Other|2006
5-9|1.5|1.9|1.7|325|Incidence|19544688|Other|2006
<1|11.4|13.6|12.4|502|Incidence|4041738|Other|2006
1-4|0.1|0.2|0.1|23|Mortality|15897145|Soft Tissue|2006
10-14|0.1|0.2|0.1|25|Mortality|21033138|Soft Tissue|2006
15-19|0.2|0.4|0.3|60|Mortality|21807709|Soft Tissue|2006
5-9|0.1|0.2|0.2|31|Mortality|19544688|Soft Tissue|2006
<1|~|~|~|~|Mortality|4041738|Soft Tissue|2006
1-4|1.0|1.3|1.1|180|Incidence|15897145|Soft Tissue|2006
10-14|0.7|1.0|0.9|180|Incidence|21033138|Soft Tissue|2006
15-19|0.9|1.2|1.1|231|Incidence|21807709|Soft Tissue|2006
5-9|0.5|0.7|0.6|116|Incidence|19544688|Soft Tissue|2006
<1|2.4|3.5|2.9|119|Incidence|4041738|Soft Tissue|2006
1-4|0.2|0.3|0.2|38|Mortality|15977965|Acute Lymphocytic|2007
10-14|0.3|0.5|0.4|80|Mortality|20841042|Acute Lymphocytic|2007
15-19|0.3|0.5|0.4|82|Mortality|22067816|Acute Lymphocytic|2007
5-9|0.3|0.5|0.4|85|Mortality|19714611|Acute Lymphocytic|2007
<1|~|~|~|~|Mortality|4147997|Acute Lymphocytic|2007
1-4|7.6|8.5|8.1|1289|Incidence|15977965|Acute Lymphocytic|2007
10-14|1.7|2.1|1.9|393|Incidence|20841042|Acute Lymphocytic|2007
15-19|1.5|1.9|1.7|371|Incidence|22067816|Acute Lymphocytic|2007
5-9|3.1|3.7|3.4|667|Incidence|19714611|Acute Lymphocytic|2007
<1|1.5|2.3|1.9|77|Incidence|4147997|Acute Lymphocytic|2007
1-4|0.2|0.4|0.3|47|Mortality|15977965|Acute Myeloid|2007
10-14|0.2|0.3|0.2|52|Mortality|20841042|Acute Myeloid|2007
15-19|0.2|0.4|0.3|66|Mortality|22067816|Acute Myeloid|2007
5-9|0.1|0.2|0.1|27|Mortality|19714611|Acute Myeloid|2007
<1|~|~|~|~|Mortality|4147997|Acute Myeloid|2007
1-4|0.7|1.0|0.8|132|Incidence|15977965|Acute Myeloid|2007
10-14|0.6|0.8|0.7|137|Incidence|20841042|Acute Myeloid|2007
15-19|0.7|0.9|0.8|170|Incidence|22067816|Acute Myeloid|2007
5-9|0.3|0.5|0.4|86|Incidence|19714611|Acute Myeloid|2007
<1|1.1|1.9|1.4|60|Incidence|4147997|Acute Myeloid|2007
1-4|~|~|~|~|Mortality|15977965|Bones and Joints|2007
10-14|0.2|0.3|0.2|48|Mortality|20841042|Bones and Joints|2007
15-19|0.4|0.6|0.5|111|Mortality|22067816|Bones and Joints|2007
5-9|~|~|~|~|Mortality|19714611|Bones and Joints|2007
<1|~|~|~|~|Mortality|4147997|Bones and Joints|2007
1-4|0.1|0.3|0.2|33|Incidence|15977965|Bones and Joints|2007
10-14|1.2|1.5|1.3|274|Incidence|20841042|Bones and Joints|2007
15-19|1.3|1.6|1.5|326|Incidence|22067816|Bones and Joints|2007
5-9|0.5|0.7|0.6|113|Incidence|19714611|Bones and Joints|2007
<1|~|~|~|~|Incidence|4147997|Bones and Joints|2007
1-4|0.5|0.8|0.7|106|Mortality|15977965|Leukemia|2007
10-14|0.7|1.0|0.8|175|Mortality|20841042|Leukemia|2007
15-19|0.8|1.1|0.9|202|Mortality|22067816|Leukemia|2007
5-9|0.6|0.8|0.7|139|Mortality|19714611|Leukemia|2007
<1|0.3|0.8|0.5|21|Mortality|4147997|Leukemia|2007
1-4|8.8|9.8|9.3|1487|Incidence|15977965|Leukemia|2007
10-14|2.7|3.1|2.9|602|Incidence|20841042|Leukemia|2007
15-19|2.7|3.2|2.9|651|Incidence|22067816|Leukemia|2007
5-9|3.8|4.3|4.0|798|Incidence|19714611|Leukemia|2007
<1|3.8|5.0|4.4|181|Incidence|4147997|Leukemia|2007
1-4|0.6|0.9|0.7|115|Mortality|15977965|Other|2007
10-14|0.2|0.4|0.3|62|Mortality|20841042|Other|2007
15-19|0.5|0.7|0.6|133|Mortality|22067816|Other|2007
5-9|0.4|0.6|0.5|103|Mortality|19714611|Other|2007
<1|0.4|0.9|0.6|26|Mortality|4147997|Other|2007
1-4|4.4|5.0|4.7|749|Incidence|15977965|Other|2007
10-14|2.4|2.9|2.7|554|Incidence|20841042|Other|2007
15-19|8.7|9.5|9.1|2005|Incidence|22067816|Other|2007
5-9|1.3|1.7|1.5|290|Incidence|19714611|Other|2007
<1|10.9|13.0|11.9|494|Incidence|4147997|Other|2007
1-4|0.1|0.2|0.1|17|Mortality|15977965|Soft Tissue|2007
10-14|0.1|0.2|0.2|35|Mortality|20841042|Soft Tissue|2007
15-19|0.2|0.3|0.3|58|Mortality|22067816|Soft Tissue|2007
5-9|0.1|0.2|0.1|24|Mortality|19714611|Soft Tissue|2007
<1|~|~|~|~|Mortality|4147997|Soft Tissue|2007
1-4|1.0|1.4|1.2|187|Incidence|15977965|Soft Tissue|2007
10-14|0.7|1.0|0.8|171|Incidence|20841042|Soft Tissue|2007
15-19|1.1|1.4|1.2|271|Incidence|22067816|Soft Tissue|2007
5-9|0.6|0.9|0.7|147|Incidence|19714611|Soft Tissue|2007
<1|3.0|4.1|3.5|146|Incidence|4147997|Soft Tissue|2007
1-4|0.2|0.4|0.3|42|Mortality|16138392|Acute Lymphocytic|2008
10-14|0.2|0.4|0.3|65|Mortality|20706655|Acute Lymphocytic|2008
15-19|0.3|0.4|0.3|77|Mortality|22210880|Acute Lymphocytic|2008
5-9|0.2|0.4|0.3|57|Mortality|19929602|Acute Lymphocytic|2008
<1|~|~|~|~|Mortality|4132735|Acute Lymphocytic|2008
1-4|7.4|8.3|7.9|1268|Incidence|16138392|Acute Lymphocytic|2008
10-14|2.0|2.4|2.2|446|Incidence|20706655|Acute Lymphocytic|2008
15-19|1.5|1.9|1.7|374|Incidence|22210880|Acute Lymphocytic|2008
5-9|3.3|3.8|3.5|705|Incidence|19929602|Acute Lymphocytic|2008
<1|1.6|2.5|2.1|85|Incidence|4132735|Acute Lymphocytic|2008
1-4|0.3|0.4|0.3|54|Mortality|16138392|Acute Myeloid|2008
10-14|0.1|0.3|0.2|41|Mortality|20706655|Acute Myeloid|2008
15-19|0.2|0.3|0.3|56|Mortality|22210880|Acute Myeloid|2008
5-9|0.1|0.2|0.1|26|Mortality|19929602|Acute Myeloid|2008
<1|~|~|~|~|Mortality|4132735|Acute Myeloid|2008
1-4|0.8|1.1|0.9|150|Incidence|16138392|Acute Myeloid|2008
10-14|0.6|0.8|0.7|136|Incidence|20706655|Acute Myeloid|2008
15-19|0.7|1.0|0.9|190|Incidence|22210880|Acute Myeloid|2008
5-9|0.3|0.5|0.4|85|Incidence|19929602|Acute Myeloid|2008
<1|1.2|2.0|1.5|64|Incidence|4132735|Acute Myeloid|2008
1-4|~|~|~|~|Mortality|16138392|Bones and Joints|2008
10-14|0.2|0.3|0.2|45|Mortality|20706655|Bones and Joints|2008
15-19|0.4|0.6|0.5|120|Mortality|22210880|Bones and Joints|2008
5-9|~|~|~|~|Mortality|19929602|Bones and Joints|2008
<1|~|~|~|~|Mortality|4132735|Bones and Joints|2008
1-4|0.1|0.2|0.2|25|Incidence|16138392|Bones and Joints|2008
10-14|1.2|1.5|1.3|270|Incidence|20706655|Bones and Joints|2008
15-19|1.3|1.6|1.5|324|Incidence|22210880|Bones and Joints|2008
5-9|0.5|0.7|0.6|122|Incidence|19929602|Bones and Joints|2008
<1|~|~|~|~|Incidence|4132735|Bones and Joints|2008
1-4|0.6|0.9|0.8|123|Mortality|16138392|Leukemia|2008
10-14|0.6|0.9|0.7|152|Mortality|20706655|Leukemia|2008
15-19|0.8|1.0|0.9|196|Mortality|22210880|Leukemia|2008
5-9|0.4|0.6|0.5|100|Mortality|19929602|Leukemia|2008
<1|0.4|1.0|0.7|27|Mortality|4132735|Leukemia|2008
1-4|8.8|9.7|9.2|1491|Incidence|16138392|Leukemia|2008
10-14|2.9|3.4|3.2|654|Incidence|20706655|Leukemia|2008
15-19|2.8|3.3|3.0|670|Incidence|22210880|Leukemia|2008
5-9|3.9|4.5|4.2|829|Incidence|19929602|Leukemia|2008
<1|3.9|5.3|4.6|189|Incidence|4132735|Leukemia|2008
1-4|0.6|0.8|0.7|112|Mortality|16138392|Other|2008
10-14|0.2|0.4|0.3|60|Mortality|20706655|Other|2008
15-19|0.5|0.7|0.5|121|Mortality|22210880|Other|2008
5-9|0.4|0.5|0.4|89|Mortality|19929602|Other|2008
<1|0.4|0.9|0.6|25|Mortality|4132735|Other|2008
1-4|4.0|4.6|4.3|689|Incidence|16138392|Other|2008
10-14|2.5|3.0|2.7|567|Incidence|20706655|Other|2008
15-19|8.6|9.4|9.0|1988|Incidence|22210880|Other|2008
5-9|1.4|1.8|1.6|317|Incidence|19929602|Other|2008
<1|11.5|13.7|12.6|519|Incidence|4132735|Other|2008
1-4|0.1|0.2|0.1|22|Mortality|16138392|Soft Tissue|2008
10-14|0.1|0.2|0.1|29|Mortality|20706655|Soft Tissue|2008
15-19|0.2|0.4|0.3|71|Mortality|22210880|Soft Tissue|2008
5-9|0.1|0.2|0.2|35|Mortality|19929602|Soft Tissue|2008
<1|~|~|~|~|Mortality|4132735|Soft Tissue|2008
1-4|1.2|1.5|1.4|219|Incidence|16138392|Soft Tissue|2008
10-14|0.7|1.0|0.8|170|Incidence|20706655|Soft Tissue|2008
15-19|1.0|1.3|1.1|246|Incidence|22210880|Soft Tissue|2008
5-9|0.6|0.8|0.7|143|Incidence|19929602|Soft Tissue|2008
<1|2.8|3.9|3.3|137|Incidence|4132735|Soft Tissue|2008
1-4|0.1|0.3|0.2|34|Mortality|16240931|Acute Lymphocytic|2009
10-14|0.3|0.4|0.3|69|Mortality|20660564|Acute Lymphocytic|2009
15-19|0.2|0.4|0.3|66|Mortality|22192810|Acute Lymphocytic|2009
5-9|0.2|0.4|0.3|62|Mortality|20182499|Acute Lymphocytic|2009
<1|~|~|~|~|Mortality|4003587|Acute Lymphocytic|2009
1-4|7.4|8.3|7.8|1272|Incidence|16240931|Acute Lymphocytic|2009
10-14|2.0|2.4|2.2|448|Incidence|20660564|Acute Lymphocytic|2009
15-19|1.4|1.8|1.6|354|Incidence|22192810|Acute Lymphocytic|2009
5-9|3.3|3.8|3.6|718|Incidence|20182499|Acute Lymphocytic|2009
<1|1.5|2.4|1.9|78|Incidence|4003587|Acute Lymphocytic|2009
1-4|0.2|0.4|0.3|45|Mortality|16240931|Acute Myeloid|2009
10-14|0.1|0.2|0.2|33|Mortality|20660564|Acute Myeloid|2009
15-19|0.2|0.4|0.3|63|Mortality|22192810|Acute Myeloid|2009
5-9|0.1|0.2|0.1|30|Mortality|20182499|Acute Myeloid|2009
<1|~|~|~|~|Mortality|4003587|Acute Myeloid|2009
1-4|0.8|1.1|0.9|150|Incidence|16240931|Acute Myeloid|2009
10-14|0.5|0.7|0.6|121|Incidence|20660564|Acute Myeloid|2009
15-19|0.7|0.9|0.8|180|Incidence|22192810|Acute Myeloid|2009
5-9|0.3|0.5|0.4|80|Incidence|20182499|Acute Myeloid|2009
<1|0.9|1.6|1.2|48|Incidence|4003587|Acute Myeloid|2009
1-4|~|~|~|~|Mortality|16240931|Bones and Joints|2009
10-14|0.2|0.3|0.3|55|Mortality|20660564|Bones and Joints|2009
15-19|0.4|0.6|0.5|102|Mortality|22192810|Bones and Joints|2009
5-9|0.1|0.1|0.1|18|Mortality|20182499|Bones and Joints|2009
<1|~|~|~|~|Mortality|4003587|Bones and Joints|2009
1-4|0.1|0.2|0.1|24|Incidence|16240931|Bones and Joints|2009
10-14|1.2|1.6|1.4|290|Incidence|20660564|Bones and Joints|2009
15-19|1.3|1.7|1.5|334|Incidence|22192810|Bones and Joints|2009
5-9|0.5|0.7|0.6|114|Incidence|20182499|Bones and Joints|2009
<1|~|~|~|~|Incidence|4003587|Bones and Joints|2009
1-4|0.6|0.9|0.7|118|Mortality|16240931|Leukemia|2009
10-14|0.5|0.7|0.6|127|Mortality|20660564|Leukemia|2009
15-19|0.7|0.9|0.8|172|Mortality|22192810|Leukemia|2009
5-9|0.5|0.7|0.6|117|Mortality|20182499|Leukemia|2009
<1|0.4|1.0|0.7|27|Mortality|4003587|Leukemia|2009
1-4|8.7|9.7|9.2|1494|Incidence|16240931|Leukemia|2009
10-14|2.8|3.3|3.1|632|Incidence|20660564|Leukemia|2009
15-19|2.6|3.1|2.8|631|Incidence|22192810|Leukemia|2009
5-9|3.9|4.5|4.2|841|Incidence|20182499|Leukemia|2009
<1|3.4|4.7|4.0|162|Incidence|4003587|Leukemia|2009
1-4|0.5|0.8|0.6|104|Mortality|16240931|Other|2009
10-14|0.2|0.3|0.2|50|Mortality|20660564|Other|2009
15-19|0.5|0.7|0.6|125|Mortality|22192810|Other|2009
5-9|0.3|0.5|0.4|84|Mortality|20182499|Other|2009
<1|0.6|1.2|0.8|33|Mortality|4003587|Other|2009
1-4|4.0|4.6|4.3|695|Incidence|16240931|Other|2009
10-14|2.7|3.2|2.9|603|Incidence|20660564|Other|2009
15-19|8.8|9.6|9.2|2038|Incidence|22192810|Other|2009
5-9|1.4|1.7|1.6|316|Incidence|20182499|Other|2009
<1|11.0|13.2|12.1|483|Incidence|4003587|Other|2009
1-4|0.1|0.2|0.1|22|Mortality|16240931|Soft Tissue|2009
10-14|0.1|0.3|0.2|40|Mortality|20660564|Soft Tissue|2009
15-19|0.2|0.4|0.3|66|Mortality|22192810|Soft Tissue|2009
5-9|0.1|0.2|0.2|34|Mortality|20182499|Soft Tissue|2009
<1|~|~|~|~|Mortality|4003587|Soft Tissue|2009
1-4|1.0|1.4|1.2|192|Incidence|16240931|Soft Tissue|2009
10-14|0.8|1.0|0.9|182|Incidence|20660564|Soft Tissue|2009
15-19|1.1|1.4|1.2|276|Incidence|22192810|Soft Tissue|2009
5-9|0.5|0.7|0.6|126|Incidence|20182499|Soft Tissue|2009
<1|3.0|4.2|3.5|142|Incidence|4003587|Soft Tissue|2009
1-4|0.2|0.3|0.2|37|Mortality|16237319|Acute Lymphocytic|2010
10-14|0.2|0.4|0.3|59|Mortality|20680725|Acute Lymphocytic|2010
15-19|0.2|0.4|0.3|66|Mortality|21981324|Acute Lymphocytic|2010
5-9|0.2|0.4|0.3|61|Mortality|20331148|Acute Lymphocytic|2010
<1|~|~|~|~|Mortality|3951454|Acute Lymphocytic|2010
1-4|7.2|8.1|7.6|1242|Incidence|16237319|Acute Lymphocytic|2010
10-14|2.0|2.4|2.2|460|Incidence|20680725|Acute Lymphocytic|2010
15-19|1.4|1.7|1.5|332|Incidence|21981324|Acute Lymphocytic|2010
5-9|3.4|4.0|3.7|750|Incidence|20331148|Acute Lymphocytic|2010
<1|1.2|2.0|1.5|60|Incidence|3951454|Acute Lymphocytic|2010
1-4|0.2|0.4|0.3|46|Mortality|16237319|Acute Myeloid|2010
10-14|0.2|0.3|0.2|50|Mortality|20680725|Acute Myeloid|2010
15-19|0.2|0.4|0.3|67|Mortality|21981324|Acute Myeloid|2010
5-9|0.1|0.2|0.1|29|Mortality|20331148|Acute Myeloid|2010
<1|~|~|~|~|Mortality|3951454|Acute Myeloid|2010
1-4|0.8|1.1|0.9|151|Incidence|16237319|Acute Myeloid|2010
10-14|0.6|0.8|0.7|137|Incidence|20680725|Acute Myeloid|2010
15-19|0.8|1.0|0.9|200|Incidence|21981324|Acute Myeloid|2010
5-9|0.3|0.5|0.4|74|Incidence|20331148|Acute Myeloid|2010
<1|1.4|2.2|1.7|69|Incidence|3951454|Acute Myeloid|2010
1-4|~|~|~|~|Mortality|16237319|Bones and Joints|2010
10-14|0.2|0.3|0.3|53|Mortality|20680725|Bones and Joints|2010
15-19|0.3|0.5|0.4|91|Mortality|21981324|Bones and Joints|2010
5-9|0.1|0.2|0.1|20|Mortality|20331148|Bones and Joints|2010
<1|~|~|~|~|Mortality|3951454|Bones and Joints|2010
1-4|0.1|0.3|0.2|29|Incidence|16237319|Bones and Joints|2010
10-14|1.2|1.5|1.3|277|Incidence|20680725|Bones and Joints|2010
15-19|1.2|1.5|1.3|293|Incidence|21981324|Bones and Joints|2010
5-9|0.4|0.7|0.5|111|Incidence|20331148|Bones and Joints|2010
<1|~|~|~|~|Incidence|3951454|Bones and Joints|2010
1-4|0.6|0.8|0.7|112|Mortality|16237319|Leukemia|2010
10-14|0.6|0.8|0.7|142|Mortality|20680725|Leukemia|2010
15-19|0.6|0.9|0.7|163|Mortality|21981324|Leukemia|2010
5-9|0.4|0.7|0.5|111|Mortality|20331148|Leukemia|2010
<1|0.4|0.9|0.6|25|Mortality|3951454|Leukemia|2010
1-4|8.5|9.5|9.0|1459|Incidence|16237319|Leukemia|2010
10-14|3.0|3.5|3.2|666|Incidence|20680725|Leukemia|2010
15-19|2.7|3.2|2.9|641|Incidence|21981324|Leukemia|2010
5-9|4.0|4.5|4.3|865|Incidence|20331148|Leukemia|2010
<1|3.7|5.0|4.3|170|Incidence|3951454|Leukemia|2010
1-4|0.5|0.7|0.6|97|Mortality|16237319|Other|2010
10-14|0.3|0.5|0.4|88|Mortality|20680725|Other|2010
15-19|0.5|0.7|0.6|133|Mortality|21981324|Other|2010
5-9|0.3|0.5|0.4|83|Mortality|20331148|Other|2010
<1|0.3|0.7|0.5|18|Mortality|3951454|Other|2010
1-4|5.1|5.8|5.4|879|Incidence|16237319|Other|2010
10-14|3.1|3.6|3.3|685|Incidence|20680725|Other|2010
15-19|8.7|9.5|9.1|1997|Incidence|21981324|Other|2010
5-9|1.8|2.2|2.0|407|Incidence|20331148|Other|2010
<1|12.1|14.4|13.2|523|Incidence|3951454|Other|2010
1-4|~|~|~|~|Mortality|16237319|Soft Tissue|2010
10-14|0.1|0.2|0.2|32|Mortality|20680725|Soft Tissue|2010
15-19|0.2|0.4|0.3|67|Mortality|21981324|Soft Tissue|2010
5-9|0.1|0.2|0.1|28|Mortality|20331148|Soft Tissue|2010
<1|~|~|~|~|Mortality|3951454|Soft Tissue|2010
1-4|1.0|1.3|1.2|188|Incidence|16237319|Soft Tissue|2010
10-14|0.8|1.1|1.0|202|Incidence|20680725|Soft Tissue|2010
15-19|1.0|1.3|1.1|249|Incidence|21981324|Soft Tissue|2010
5-9|0.6|0.8|0.7|134|Incidence|20331148|Soft Tissue|2010
<1|2.8|4.0|3.4|133|Incidence|3951454|Soft Tissue|2010
1-4|0.1|0.3|0.2|31|Mortality|16159675|Acute Lymphocytic|2011
10-14|0.3|0.5|0.4|76|Mortality|20714211|Acute Lymphocytic|2011
15-19|0.3|0.4|0.3|70|Mortality|21660368|Acute Lymphocytic|2011
5-9|0.1|0.3|0.2|42|Mortality|20332792|Acute Lymphocytic|2011
