AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
20+|0.1|0.2|0.1|Malignant|336|228814263|Male and Female|Anaplastic oligodendroglioma|2011|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|231505975|Male and Female|Anaplastic oligodendroglioma|2012|~|~|~
20+|0.1|0.2|0.2|Malignant|355|231505975|Male and Female|Anaplastic oligodendroglioma|2012|0.1|0.2|0.2
20+|~|~|~|Benign/Borderline|~|1182215722|Male and Female|Anaplastic oligodendroglioma|2012-2016|~|~|~
20+|0.1|0.2|0.2|Malignant|1792|1182215722|Male and Female|Anaplastic oligodendroglioma|2012-2016|0.1|0.2|0.2
20+|~|~|~|Benign/Borderline|~|233981644|Male and Female|Anaplastic oligodendroglioma|2013|~|~|~
20+|0.1|0.2|0.2|Malignant|372|233981644|Male and Female|Anaplastic oligodendroglioma|2013|0.1|0.2|0.2
20+|~|~|~|Benign/Borderline|~|236506454|Male and Female|Anaplastic oligodendroglioma|2014|~|~|~
20+|0.1|0.2|0.2|Malignant|354|236506454|Male and Female|Anaplastic oligodendroglioma|2014|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|238943381|Male and Female|Anaplastic oligodendroglioma|2015|~|~|~
20+|0.1|0.2|0.1|Malignant|352|238943381|Male and Female|Anaplastic oligodendroglioma|2015|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|241278268|Male and Female|Anaplastic oligodendroglioma|2016|~|~|~
20+|0.1|0.2|0.2|Malignant|359|241278268|Male and Female|Anaplastic oligodendroglioma|2016|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Astrocytoma, NOS|2004|~|~|~
20+|0.5|0.6|0.6|Malignant|1205|211050944|Male and Female|Astrocytoma, NOS|2004|0.5|0.6|0.6
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Astrocytoma, NOS|2005|~|~|~
20+|0.5|0.6|0.6|Malignant|1199|213511339|Male and Female|Astrocytoma, NOS|2005|0.5|0.6|0.6
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Astrocytoma, NOS|2006|~|~|~
20+|0.5|0.6|0.6|Malignant|1187|216055494|Male and Female|Astrocytoma, NOS|2006|0.5|0.6|0.5
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Astrocytoma, NOS|2007|~|~|~
20+|0.5|0.6|0.5|Malignant|1160|218481776|Male and Female|Astrocytoma, NOS|2007|0.5|0.6|0.5
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Astrocytoma, NOS|2008|~|~|~
20+|0.5|0.5|0.5|Malignant|1117|220975702|Male and Female|Astrocytoma, NOS|2008|0.5|0.5|0.5
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Astrocytoma, NOS|2009|~|~|~
20+|0.4|0.5|0.5|Malignant|1052|223491138|Male and Female|Astrocytoma, NOS|2009|0.4|0.5|0.5
20+|~|~|~|Benign/Borderline|~|226156451|Male and Female|Astrocytoma, NOS|2010|~|~|~
20+|0.4|0.5|0.5|Malignant|1087|226156451|Male and Female|Astrocytoma, NOS|2010|0.5|0.5|0.5
20+|~|~|~|Benign/Borderline|~|228814263|Male and Female|Astrocytoma, NOS|2011|~|~|~
20+|0.4|0.5|0.4|Malignant|1040|228814263|Male and Female|Astrocytoma, NOS|2011|0.4|0.5|0.5
20+|~|~|~|Benign/Borderline|~|231505975|Male and Female|Astrocytoma, NOS|2012|~|~|~
20+|0.4|0.5|0.4|Malignant|1044|231505975|Male and Female|Astrocytoma, NOS|2012|0.4|0.5|0.5
20+|~|~|~|Benign/Borderline|~|1182215722|Male and Female|Astrocytoma, NOS|2012-2016|~|~|~
20+|0.4|0.5|0.5|Malignant|5525|1182215722|Male and Female|Astrocytoma, NOS|2012-2016|0.5|0.5|0.5
20+|~|~|~|Benign/Borderline|~|233981644|Male and Female|Astrocytoma, NOS|2013|~|~|~
20+|0.4|0.5|0.4|Malignant|1008|233981644|Male and Female|Astrocytoma, NOS|2013|0.4|0.5|0.4
20+|~|~|~|Benign/Borderline|~|236506454|Male and Female|Astrocytoma, NOS|2014|~|~|~
20+|0.4|0.5|0.4|Malignant|1074|236506454|Male and Female|Astrocytoma, NOS|2014|0.4|0.5|0.5
20+|~|~|~|Benign/Borderline|~|238943381|Male and Female|Astrocytoma, NOS|2015|~|~|~
20+|0.5|0.5|0.5|Malignant|1180|238943381|Male and Female|Astrocytoma, NOS|2015|0.5|0.5|0.5
20+|~|~|~|Benign/Borderline|~|241278268|Male and Female|Astrocytoma, NOS|2016|~|~|~
20+|0.5|0.5|0.5|Malignant|1219|241278268|Male and Female|Astrocytoma, NOS|2016|0.5|0.5|0.5
20+|0.0|0.0|0.0|Benign/Borderline|63|211050944|Male and Female|Choroid plexus|2004|0.0|0.0|0.0
20+|~|~|~|Malignant|~|211050944|Male and Female|Choroid plexus|2004|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|75|213511339|Male and Female|Choroid plexus|2005|0.0|0.0|0.0
20+|~|~|~|Malignant|~|213511339|Male and Female|Choroid plexus|2005|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|68|216055494|Male and Female|Choroid plexus|2006|0.0|0.0|0.0
20+|~|~|~|Malignant|~|216055494|Male and Female|Choroid plexus|2006|~|~|~
20+|0.0|0.1|0.0|Benign/Borderline|89|218481776|Male and Female|Choroid plexus|2007|0.0|0.1|0.0
20+|~|~|~|Malignant|~|218481776|Male and Female|Choroid plexus|2007|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|76|220975702|Male and Female|Choroid plexus|2008|0.0|0.0|0.0
20+|~|~|~|Malignant|~|220975702|Male and Female|Choroid plexus|2008|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|73|223491138|Male and Female|Choroid plexus|2009|0.0|0.0|0.0
20+|~|~|~|Malignant|~|223491138|Male and Female|Choroid plexus|2009|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|85|226156451|Male and Female|Choroid plexus|2010|0.0|0.0|0.0
20+|~|~|~|Malignant|~|226156451|Male and Female|Choroid plexus|2010|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|82|228814263|Male and Female|Choroid plexus|2011|0.0|0.0|0.0
20+|~|~|~|Malignant|~|228814263|Male and Female|Choroid plexus|2011|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|72|231505975|Male and Female|Choroid plexus|2012|0.0|0.0|0.0
20+|~|~|~|Malignant|~|231505975|Male and Female|Choroid plexus|2012|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|391|1182215722|Male and Female|Choroid plexus|2012-2016|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|27|1182215722|Male and Female|Choroid plexus|2012-2016|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|78|233981644|Male and Female|Choroid plexus|2013|0.0|0.0|0.0
20+|~|~|~|Malignant|~|233981644|Male and Female|Choroid plexus|2013|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|89|236506454|Male and Female|Choroid plexus|2014|0.0|0.0|0.0
20+|~|~|~|Malignant|~|236506454|Male and Female|Choroid plexus|2014|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|83|238943381|Male and Female|Choroid plexus|2015|0.0|0.0|0.0
20+|~|~|~|Malignant|~|238943381|Male and Female|Choroid plexus|2015|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|69|241278268|Male and Female|Choroid plexus|2016|0.0|0.0|0.0
20+|~|~|~|Malignant|~|241278268|Male and Female|Choroid plexus|2016|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|389|211050944|Male and Female|Craniopharyngioma|2004|0.2|0.2|0.2
20+|~|~|~|Malignant|~|211050944|Male and Female|Craniopharyngioma|2004|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|415|213511339|Male and Female|Craniopharyngioma|2005|0.2|0.2|0.2
20+|~|~|~|Malignant|~|213511339|Male and Female|Craniopharyngioma|2005|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|393|216055494|Male and Female|Craniopharyngioma|2006|0.2|0.2|0.2
20+|~|~|~|Malignant|~|216055494|Male and Female|Craniopharyngioma|2006|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|419|218481776|Male and Female|Craniopharyngioma|2007|0.2|0.2|0.2
20+|~|~|~|Malignant|~|218481776|Male and Female|Craniopharyngioma|2007|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|422|220975702|Male and Female|Craniopharyngioma|2008|0.2|0.2|0.2
20+|~|~|~|Malignant|~|220975702|Male and Female|Craniopharyngioma|2008|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|432|223491138|Male and Female|Craniopharyngioma|2009|0.2|0.2|0.2
20+|~|~|~|Malignant|~|223491138|Male and Female|Craniopharyngioma|2009|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|440|226156451|Male and Female|Craniopharyngioma|2010|0.2|0.2|0.2
20+|~|~|~|Malignant|~|226156451|Male and Female|Craniopharyngioma|2010|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|412|228814263|Male and Female|Craniopharyngioma|2011|0.2|0.2|0.2
20+|~|~|~|Malignant|~|228814263|Male and Female|Craniopharyngioma|2011|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|439|231505975|Male and Female|Craniopharyngioma|2012|0.2|0.2|0.2
20+|~|~|~|Malignant|~|231505975|Male and Female|Craniopharyngioma|2012|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|2212|1182215722|Male and Female|Craniopharyngioma|2012-2016|0.2|0.2|0.2
20+|~|~|~|Malignant|~|1182215722|Male and Female|Craniopharyngioma|2012-2016|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|466|233981644|Male and Female|Craniopharyngioma|2013|0.2|0.2|0.2
20+|~|~|~|Malignant|~|233981644|Male and Female|Craniopharyngioma|2013|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|425|236506454|Male and Female|Craniopharyngioma|2014|0.2|0.2|0.2
20+|~|~|~|Malignant|~|236506454|Male and Female|Craniopharyngioma|2014|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|453|238943381|Male and Female|Craniopharyngioma|2015|0.2|0.2|0.2
20+|~|~|~|Malignant|~|238943381|Male and Female|Craniopharyngioma|2015|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|429|241278268|Male and Female|Craniopharyngioma|2016|0.2|0.2|0.2
20+|~|~|~|Malignant|~|241278268|Male and Female|Craniopharyngioma|2016|~|~|~
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Diffuse astrocytoma|2004|~|~|~
20+|0.1|0.1|0.1|Malignant|257|211050944|Male and Female|Diffuse astrocytoma|2004|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Diffuse astrocytoma|2005|~|~|~
20+|0.1|0.1|0.1|Malignant|280|213511339|Male and Female|Diffuse astrocytoma|2005|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Diffuse astrocytoma|2006|~|~|~
20+|0.1|0.2|0.1|Malignant|293|216055494|Male and Female|Diffuse astrocytoma|2006|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Diffuse astrocytoma|2007|~|~|~
20+|0.1|0.2|0.1|Malignant|317|218481776|Male and Female|Diffuse astrocytoma|2007|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Diffuse astrocytoma|2008|~|~|~
20+|0.1|0.2|0.2|Malignant|340|220975702|Male and Female|Diffuse astrocytoma|2008|0.1|0.2|0.2
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Diffuse astrocytoma|2009|~|~|~
20+|0.1|0.2|0.2|Malignant|369|223491138|Male and Female|Diffuse astrocytoma|2009|0.1|0.2|0.2
20+|~|~|~|Benign/Borderline|~|226156451|Male and Female|Diffuse astrocytoma|2010|~|~|~
20+|0.1|0.2|0.2|Malignant|349|226156451|Male and Female|Diffuse astrocytoma|2010|0.1|0.2|0.2
20+|~|~|~|Benign/Borderline|~|228814263|Male and Female|Diffuse astrocytoma|2011|~|~|~
20+|0.1|0.1|0.1|Malignant|250|228814263|Male and Female|Diffuse astrocytoma|2011|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|231505975|Male and Female|Diffuse astrocytoma|2012|~|~|~
20+|0.1|0.1|0.1|Malignant|207|231505975|Male and Female|Diffuse astrocytoma|2012|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|1182215722|Male and Female|Diffuse astrocytoma|2012-2016|~|~|~
20+|0.0|0.1|0.1|Malignant|628|1182215722|Male and Female|Diffuse astrocytoma|2012-2016|0.0|0.1|0.1
20+|~|~|~|Benign/Borderline|~|233981644|Male and Female|Diffuse astrocytoma|2013|~|~|~
20+|0.1|0.1|0.1|Malignant|174|233981644|Male and Female|Diffuse astrocytoma|2013|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|236506454|Male and Female|Diffuse astrocytoma|2014|~|~|~
20+|0.0|0.1|0.1|Malignant|131|236506454|Male and Female|Diffuse astrocytoma|2014|0.0|0.1|0.1
20+|~|~|~|Benign/Borderline|~|238943381|Male and Female|Diffuse astrocytoma|2015|~|~|~
20+|0.0|0.0|0.0|Malignant|83|238943381|Male and Female|Diffuse astrocytoma|2015|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|241278268|Male and Female|Diffuse astrocytoma|2016|~|~|~
20+|0.0|0.0|0.0|Malignant|33|241278268|Male and Female|Diffuse astrocytoma|2016|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Embryonal/primitive/medulloblastoma|2004|~|~|~
20+|0.1|0.1|0.1|Malignant|167|211050944|Male and Female|Embryonal/primitive/medulloblastoma|2004|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Embryonal/primitive/medulloblastoma|2005|~|~|~
20+|0.1|0.1|0.1|Malignant|189|213511339|Male and Female|Embryonal/primitive/medulloblastoma|2005|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Embryonal/primitive/medulloblastoma|2006|~|~|~
20+|0.1|0.1|0.1|Malignant|171|216055494|Male and Female|Embryonal/primitive/medulloblastoma|2006|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Embryonal/primitive/medulloblastoma|2007|~|~|~
20+|0.1|0.1|0.1|Malignant|216|218481776|Male and Female|Embryonal/primitive/medulloblastoma|2007|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Embryonal/primitive/medulloblastoma|2008|~|~|~
20+|0.1|0.1|0.1|Malignant|212|220975702|Male and Female|Embryonal/primitive/medulloblastoma|2008|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Embryonal/primitive/medulloblastoma|2009|~|~|~
20+|0.1|0.1|0.1|Malignant|237|223491138|Male and Female|Embryonal/primitive/medulloblastoma|2009|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|226156451|Male and Female|Embryonal/primitive/medulloblastoma|2010|~|~|~
20+|0.1|0.1|0.1|Malignant|197|226156451|Male and Female|Embryonal/primitive/medulloblastoma|2010|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|228814263|Male and Female|Embryonal/primitive/medulloblastoma|2011|~|~|~
20+|0.1|0.1|0.1|Malignant|187|228814263|Male and Female|Embryonal/primitive/medulloblastoma|2011|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|231505975|Male and Female|Embryonal/primitive/medulloblastoma|2012|~|~|~
20+|0.1|0.1|0.1|Malignant|173|231505975|Male and Female|Embryonal/primitive/medulloblastoma|2012|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|1182215722|Male and Female|Embryonal/primitive/medulloblastoma|2012-2016|~|~|~
20+|0.1|0.1|0.1|Malignant|886|1182215722|Male and Female|Embryonal/primitive/medulloblastoma|2012-2016|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|233981644|Male and Female|Embryonal/primitive/medulloblastoma|2013|~|~|~
20+|0.1|0.1|0.1|Malignant|184|233981644|Male and Female|Embryonal/primitive/medulloblastoma|2013|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|236506454|Male and Female|Embryonal/primitive/medulloblastoma|2014|~|~|~
20+|0.1|0.1|0.1|Malignant|180|236506454|Male and Female|Embryonal/primitive/medulloblastoma|2014|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|238943381|Male and Female|Embryonal/primitive/medulloblastoma|2015|~|~|~
20+|0.1|0.1|0.1|Malignant|167|238943381|Male and Female|Embryonal/primitive/medulloblastoma|2015|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|241278268|Male and Female|Embryonal/primitive/medulloblastoma|2016|~|~|~
20+|0.1|0.1|0.1|Malignant|182|241278268|Male and Female|Embryonal/primitive/medulloblastoma|2016|0.1|0.1|0.1
20+|0.1|0.1|0.1|Benign/Borderline|246|211050944|Male and Female|Ependymoma variants|2004|0.1|0.1|0.1
20+|~|~|~|Malignant|~|211050944|Male and Female|Ependymoma variants|2004|~|~|~
20+|0.1|0.1|0.1|Benign/Borderline|271|213511339|Male and Female|Ependymoma variants|2005|0.1|0.1|0.1
20+|~|~|~|Malignant|~|213511339|Male and Female|Ependymoma variants|2005|~|~|~
20+|0.1|0.2|0.1|Benign/Borderline|307|216055494|Male and Female|Ependymoma variants|2006|0.1|0.2|0.1
20+|~|~|~|Malignant|~|216055494|Male and Female|Ependymoma variants|2006|~|~|~
20+|0.1|0.1|0.1|Benign/Borderline|248|218481776|Male and Female|Ependymoma variants|2007|0.1|0.1|0.1
20+|~|~|~|Malignant|~|218481776|Male and Female|Ependymoma variants|2007|~|~|~
20+|0.1|0.1|0.1|Benign/Borderline|256|220975702|Male and Female|Ependymoma variants|2008|0.1|0.1|0.1
20+|~|~|~|Malignant|~|220975702|Male and Female|Ependymoma variants|2008|~|~|~
20+|0.1|0.1|0.1|Benign/Borderline|259|223491138|Male and Female|Ependymoma variants|2009|0.1|0.1|0.1
20+|~|~|~|Malignant|~|223491138|Male and Female|Ependymoma variants|2009|~|~|~
20+|0.1|0.1|0.1|Benign/Borderline|277|226156451|Male and Female|Ependymoma variants|2010|0.1|0.1|0.1
20+|~|~|~|Malignant|~|226156451|Male and Female|Ependymoma variants|2010|~|~|~
20+|0.1|0.1|0.1|Benign/Borderline|269|228814263|Male and Female|Ependymoma variants|2011|0.1|0.1|0.1
20+|~|~|~|Malignant|~|228814263|Male and Female|Ependymoma variants|2011|~|~|~
20+|0.1|0.1|0.1|Benign/Borderline|291|231505975|Male and Female|Ependymoma variants|2012|0.1|0.1|0.1
20+|~|~|~|Malignant|~|231505975|Male and Female|Ependymoma variants|2012|~|~|~
20+|0.1|0.1|0.1|Benign/Borderline|1434|1182215722|Male and Female|Ependymoma variants|2012-2016|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|29|1182215722|Male and Female|Ependymoma variants|2012-2016|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|275|233981644|Male and Female|Ependymoma variants|2013|0.1|0.1|0.1
20+|~|~|~|Malignant|~|233981644|Male and Female|Ependymoma variants|2013|~|~|~
20+|0.1|0.1|0.1|Benign/Borderline|297|236506454|Male and Female|Ependymoma variants|2014|0.1|0.1|0.1
20+|~|~|~|Malignant|~|236506454|Male and Female|Ependymoma variants|2014|~|~|~
20+|0.1|0.1|0.1|Benign/Borderline|291|238943381|Male and Female|Ependymoma variants|2015|0.1|0.1|0.1
20+|~|~|~|Malignant|~|238943381|Male and Female|Ependymoma variants|2015|~|~|~
20+|0.1|0.1|0.1|Benign/Borderline|280|241278268|Male and Female|Ependymoma variants|2016|0.1|0.1|0.1
20+|~|~|~|Malignant|~|241278268|Male and Female|Ependymoma variants|2016|~|~|~
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Ependymoma/anaplastic ependymoma|2004|~|~|~
20+|0.3|0.3|0.3|Malignant|595|211050944|Male and Female|Ependymoma/anaplastic ependymoma|2004|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Ependymoma/anaplastic ependymoma|2005|~|~|~
20+|0.3|0.3|0.3|Malignant|602|213511339|Male and Female|Ependymoma/anaplastic ependymoma|2005|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Ependymoma/anaplastic ependymoma|2006|~|~|~
20+|0.2|0.3|0.3|Malignant|584|216055494|Male and Female|Ependymoma/anaplastic ependymoma|2006|0.2|0.3|0.3
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Ependymoma/anaplastic ependymoma|2007|~|~|~
20+|0.2|0.3|0.3|Malignant|584|218481776|Male and Female|Ependymoma/anaplastic ependymoma|2007|0.2|0.3|0.3
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Ependymoma/anaplastic ependymoma|2008|~|~|~
20+|0.3|0.3|0.3|Malignant|634|220975702|Male and Female|Ependymoma/anaplastic ependymoma|2008|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Ependymoma/anaplastic ependymoma|2009|~|~|~
20+|0.3|0.3|0.3|Malignant|681|223491138|Male and Female|Ependymoma/anaplastic ependymoma|2009|0.3|0.3|0.3
20+|0.0|0.0|0.0|Benign/Borderline|16|226156451|Male and Female|Ependymoma/anaplastic ependymoma|2010|0.0|0.0|0.0
20+|0.3|0.3|0.3|Malignant|627|226156451|Male and Female|Ependymoma/anaplastic ependymoma|2010|0.3|0.3|0.3
20+|0.0|0.0|0.0|Benign/Borderline|17|228814263|Male and Female|Ependymoma/anaplastic ependymoma|2011|0.0|0.0|0.0
20+|0.2|0.3|0.3|Malignant|593|228814263|Male and Female|Ependymoma/anaplastic ependymoma|2011|0.2|0.3|0.3
20+|~|~|~|Benign/Borderline|~|231505975|Male and Female|Ependymoma/anaplastic ependymoma|2012|~|~|~
20+|0.2|0.3|0.3|Malignant|628|231505975|Male and Female|Ependymoma/anaplastic ependymoma|2012|0.3|0.3|0.3
20+|0.0|0.0|0.0|Benign/Borderline|95|1182215722|Male and Female|Ependymoma/anaplastic ependymoma|2012-2016|0.0|0.0|0.0
20+|0.2|0.3|0.2|Malignant|2906|1182215722|Male and Female|Ependymoma/anaplastic ependymoma|2012-2016|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|233981644|Male and Female|Ependymoma/anaplastic ependymoma|2013|~|~|~
20+|0.2|0.3|0.2|Malignant|575|233981644|Male and Female|Ependymoma/anaplastic ependymoma|2013|0.2|0.3|0.2
20+|0.0|0.0|0.0|Benign/Borderline|29|236506454|Male and Female|Ependymoma/anaplastic ependymoma|2014|0.0|0.0|0.0
20+|0.2|0.3|0.2|Malignant|562|236506454|Male and Female|Ependymoma/anaplastic ependymoma|2014|0.2|0.3|0.2
20+|0.0|0.0|0.0|Benign/Borderline|26|238943381|Male and Female|Ependymoma/anaplastic ependymoma|2015|0.0|0.0|0.0
20+|0.2|0.3|0.2|Malignant|575|238943381|Male and Female|Ependymoma/anaplastic ependymoma|2015|0.2|0.3|0.2
20+|0.0|0.0|0.0|Benign/Borderline|18|241278268|Male and Female|Ependymoma/anaplastic ependymoma|2016|0.0|0.0|0.0
20+|0.2|0.3|0.2|Malignant|566|241278268|Male and Female|Ependymoma/anaplastic ependymoma|2016|0.2|0.3|0.2
20+|0.0|0.0|0.0|Benign/Borderline|38|211050944|Male and Female|Germ Cell Tumors|2004|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|56|211050944|Male and Female|Germ Cell Tumors|2004|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|68|213511339|Male and Female|Germ Cell Tumors|2005|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|65|213511339|Male and Female|Germ Cell Tumors|2005|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|65|216055494|Male and Female|Germ Cell Tumors|2006|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|60|216055494|Male and Female|Germ Cell Tumors|2006|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|70|218481776|Male and Female|Germ Cell Tumors|2007|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|82|218481776|Male and Female|Germ Cell Tumors|2007|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|66|220975702|Male and Female|Germ Cell Tumors|2008|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|64|220975702|Male and Female|Germ Cell Tumors|2008|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|76|223491138|Male and Female|Germ Cell Tumors|2009|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|44|223491138|Male and Female|Germ Cell Tumors|2009|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|58|226156451|Male and Female|Germ Cell Tumors|2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|65|226156451|Male and Female|Germ Cell Tumors|2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|61|228814263|Male and Female|Germ Cell Tumors|2011|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|69|228814263|Male and Female|Germ Cell Tumors|2011|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|61|231505975|Male and Female|Germ Cell Tumors|2012|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|52|231505975|Male and Female|Germ Cell Tumors|2012|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|286|1182215722|Male and Female|Germ Cell Tumors|2012-2016|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|303|1182215722|Male and Female|Germ Cell Tumors|2012-2016|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|50|233981644|Male and Female|Germ Cell Tumors|2013|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|51|233981644|Male and Female|Germ Cell Tumors|2013|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|58|236506454|Male and Female|Germ Cell Tumors|2014|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|68|236506454|Male and Female|Germ Cell Tumors|2014|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|59|238943381|Male and Female|Germ Cell Tumors|2015|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|59|238943381|Male and Female|Germ Cell Tumors|2015|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|58|241278268|Male and Female|Germ Cell Tumors|2016|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|73|241278268|Male and Female|Germ Cell Tumors|2016|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Glioblastoma|2004|~|~|~
20+|4.4|4.6|4.5|Malignant|9562|211050944|Male and Female|Glioblastoma|2004|4.4|4.6|4.5
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Glioblastoma|2005|~|~|~
